Year	Edad	MinEdad	Sexo	Millares
1971	0 a 4	0	Hombres	1645355.23
1971	0 a 4	0	Mujeres	1564137.1
1971	5 a 9	5	Hombres	1648338.28
1971	5 a 9	5	Mujeres	1571615.04
1971	10 a 14	10	Hombres	1547186.86
1971	10 a 14	10	Mujeres	1483007.55
1971	15 a 19	15	Hombres	1372109.66
1971	15 a 19	15	Mujeres	1337224.36
1971	20 a 24	20	Hombres	1287653.14
1971	20 a 24	20	Mujeres	1261098.8
1971	25 a 29	25	Hombres	1120907.31
1971	25 a 29	25	Mujeres	1118575.53
1971	30 a 34	30	Hombres	1026226.27
1971	30 a 34	30	Mujeres	1047758.86
1971	35 a 39	35	Hombres	1187517.93
1971	35 a 39	35	Mujeres	1202252.04
1971	40 a 44	40	Hombres	1148550.09
1971	40 a 44	40	Mujeres	1176850.17
1971	45 a 49	45	Hombres	1050224.27
1971	45 a 49	45	Mujeres	1083343.08
1971	50 a 54	50	Hombres	807312.29
1971	50 a 54	50	Mujeres	920140.23
1971	55 a 59	55	Hombres	751939.84
1971	55 a 59	55	Mujeres	878954.94
1971	60 a 64	60	Hombres	692288.42
1971	60 a 64	60	Mujeres	819402.12
1971	65 a 69	65	Hombres	561826.41
1971	65 a 69	65	Mujeres	706929.32
1971	70 a 74	70	Hombres	379974.29
1971	70 a 74	70	Mujeres	532814.78
1971	75 a 79	75	Hombres	230816.69
1971	75 a 79	75	Mujeres	354654.73
1971	80 a 84	80	Hombres	121980.31
1971	80 a 84	80	Mujeres	214414.72
1971	85 y más	85	Hombres	61536.76
1971	85 y más	85	Mujeres	125724.58
1972	0 a 4	0	Hombres	1654568.3439
1972	0 a 4	0	Mujeres	1569995.6639
1972	5 a 9	5	Hombres	1665572.8066
1972	5 a 9	5	Mujeres	1589617.5482
1972	10 a 14	10	Hombres	1570776.7182
1972	10 a 14	10	Mujeres	1505972.8732
1972	15 a 19	15	Hombres	1390526.088
1972	15 a 19	15	Mujeres	1355228.1052
1972	20 a 24	20	Hombres	1302702.5205
1972	20 a 24	20	Mujeres	1273539.4392
1972	25 a 29	25	Hombres	1168578.6734
1972	25 a 29	25	Mujeres	1165433.0147
1972	30 a 34	30	Hombres	982754.8479
1972	30 a 34	30	Mujeres	989194.5532
1972	35 a 39	35	Hombres	1185426.955
1972	35 a 39	35	Mujeres	1212533.3128
1972	40 a 44	40	Hombres	1157884.9493
1972	40 a 44	40	Mujeres	1182639.1764
1972	45 a 49	45	Hombres	1067573.8383
1972	45 a 49	45	Mujeres	1107253.2496
1972	50 a 54	50	Hombres	854675.644
1972	50 a 54	50	Mujeres	944784.915
1972	55 a 59	55	Hombres	745396.7343
1972	55 a 59	55	Mujeres	877959.1663
1972	60 a 64	60	Hombres	697350.1236
1972	60 a 64	60	Mujeres	826641.583
1972	65 a 69	65	Hombres	573288.7798
1972	65 a 69	65	Mujeres	727103.2459
1972	70 a 74	70	Hombres	387625.8892
1972	70 a 74	70	Mujeres	538355.5081
1972	75 a 79	75	Hombres	240957.2251
1972	75 a 79	75	Mujeres	374392.7438
1972	80 a 84	80	Hombres	120786.0728
1972	80 a 84	80	Mujeres	212212.4208
1972	85 y más	85	Hombres	61495.2932
1972	85 y más	85	Mujeres	127540.0926
1973	0 a 4	0	Hombres	1661051.7948
1973	0 a 4	0	Mujeres	1573363.4742
1973	5 a 9	5	Hombres	1680620.3639
1973	5 a 9	5	Mujeres	1604789.2456
1973	10 a 14	10	Hombres	1585257.3329
1973	10 a 14	10	Mujeres	1519993.95
1973	15 a 19	15	Hombres	1408878.8812
1973	15 a 19	15	Mujeres	1371802.0724
1973	20 a 24	20	Hombres	1320479.7476
1973	20 a 24	20	Mujeres	1292492.3764
1973	25 a 29	25	Hombres	1212631.3967
1973	25 a 29	25	Mujeres	1202354.0276
1973	30 a 34	30	Hombres	979857.1146
1973	30 a 34	30	Mujeres	984988.5915
1973	35 a 39	35	Hombres	1151193.9964
1973	35 a 39	35	Mujeres	1176144.4026
1973	40 a 44	40	Hombres	1180136.3307
1973	40 a 44	40	Mujeres	1202927.6699
1973	45 a 49	45	Hombres	1074444.6002
1973	45 a 49	45	Mujeres	1108737.7046
1973	50 a 54	50	Hombres	906761.2709
1973	50 a 54	50	Mujeres	987570.6551
1973	55 a 59	55	Hombres	739953.1314
1973	55 a 59	55	Mujeres	872758.7442
1973	60 a 64	60	Hombres	703009.6899
1973	60 a 64	60	Mujeres	840745.7948
1973	65 a 69	65	Hombres	582856.8692
1973	65 a 69	65	Mujeres	735834.622
1973	70 a 74	70	Hombres	408129.8919
1973	70 a 74	70	Mujeres	566464.6709
1973	75 a 79	75	Hombres	244592.7281
1973	75 a 79	75	Mujeres	379970.1731
1973	80 a 84	80	Hombres	125932.2494
1973	80 a 84	80	Mujeres	222914.3428
1973	85 y más	85	Hombres	62184.674
1973	85 y más	85	Mujeres	128775.7905
1974	0 a 4	0	Hombres	1673728.3774
1974	0 a 4	0	Mujeres	1585329.0634
1974	5 a 9	5	Hombres	1682000.4087
1974	5 a 9	5	Mujeres	1602463.5835
1974	10 a 14	10	Hombres	1601890.8478
1974	10 a 14	10	Mujeres	1540088.0621
1974	15 a 19	15	Hombres	1441534.1257
1974	15 a 19	15	Mujeres	1398057.8356
1974	20 a 24	20	Hombres	1310139.4138
1974	20 a 24	20	Mujeres	1281155.2356
1974	25 a 29	25	Hombres	1246218.2505
1974	25 a 29	25	Mujeres	1236384.2825
1974	30 a 34	30	Hombres	1033297.8694
1974	30 a 34	30	Mujeres	1032483.4606
1974	35 a 39	35	Hombres	1089696.4477
1974	35 a 39	35	Mujeres	1114697.5129
1974	40 a 44	40	Hombres	1192334.124
1974	40 a 44	40	Mujeres	1211392.9459
1974	45 a 49	45	Hombres	1092539.7838
1974	45 a 49	45	Mujeres	1131046.1093
1974	50 a 54	50	Hombres	952500.7779
1974	50 a 54	50	Mujeres	1014158.213
1974	55 a 59	55	Hombres	740610.4997
1974	55 a 59	55	Mujeres	878430.8125
1974	60 a 64	60	Hombres	703616.5915
1974	60 a 64	60	Mujeres	847782.8407
1974	65 a 69	65	Hombres	592382.5911
1974	65 a 69	65	Mujeres	745835.4799
1974	70 a 74	70	Hombres	426521.6995
1974	70 a 74	70	Mujeres	589939.1794
1974	75 a 79	75	Hombres	250656.0668
1974	75 a 79	75	Mujeres	389714.7999
1974	80 a 84	80	Hombres	125705.2587
1974	80 a 84	80	Mujeres	223625.8119
1974	85 y más	85	Hombres	64690.1885
1974	85 y más	85	Mujeres	134645.1148
1975	0 a 4	0	Hombres	1694328.0109
1975	0 a 4	0	Mujeres	1604447.4793
1975	5 a 9	5	Hombres	1667811.5558
1975	5 a 9	5	Mujeres	1587182.5743
1975	10 a 14	10	Hombres	1635856.8723
1975	10 a 14	10	Mujeres	1570921.0954
1975	15 a 19	15	Hombres	1478650.8793
1975	15 a 19	15	Mujeres	1430982.9985
1975	20 a 24	20	Hombres	1310847.3739
1975	20 a 24	20	Mujeres	1282627.5353
1975	25 a 29	25	Hombres	1261346.6675
1975	25 a 29	25	Mujeres	1249528.5459
1975	30 a 34	30	Hombres	1112951.1042
1975	30 a 34	30	Mujeres	1107794.3484
1975	35 a 39	35	Hombres	1016055.3237
1975	35 a 39	35	Mujeres	1040310.7931
1975	40 a 44	40	Hombres	1195140.7543
1975	40 a 44	40	Mujeres	1216367.3171
1975	45 a 49	45	Hombres	1104472.1956
1975	45 a 49	45	Mujeres	1140685.5248
1975	50 a 54	50	Hombres	1001299.0757
1975	50 a 54	50	Mujeres	1054998.4719
1975	55 a 59	55	Hombres	740305.8492
1975	55 a 59	55	Mujeres	871489.4265
1975	60 a 64	60	Hombres	705833.2914
1975	60 a 64	60	Mujeres	859258.7879
1975	65 a 69	65	Hombres	603442.0831
1975	65 a 69	65	Mujeres	753858.5465
1975	70 a 74	70	Hombres	443735.4342
1975	70 a 74	70	Mujeres	622451.948
1975	75 a 79	75	Hombres	253504.6
1975	75 a 79	75	Mujeres	389839.9924
1975	80 a 84	80	Hombres	128225.5414
1975	80 a 84	80	Mujeres	231651.1149
1975	85 y más	85	Hombres	65564.3671
1975	85 y más	85	Mujeres	135607.7651
1976	0 a 4	0	Hombres	1702163.4773
1976	0 a 4	0	Mujeres	1606877.5399
1976	5 a 9	5	Hombres	1666532.935
1976	5 a 9	5	Mujeres	1583738.7232
1976	10 a 14	10	Hombres	1657092.2454
1976	10 a 14	10	Mujeres	1583867.203
1976	15 a 19	15	Hombres	1512963.596
1976	15 a 19	15	Mujeres	1469975.2757
1976	20 a 24	20	Hombres	1324836.1351
1976	20 a 24	20	Mujeres	1296553.1047
1976	25 a 29	25	Hombres	1259470.0982
1976	25 a 29	25	Mujeres	1242781.8397
1976	30 a 34	30	Hombres	1120274.8546
1976	30 a 34	30	Mujeres	1115632.1854
1976	35 a 39	35	Hombres	1027031.5535
1976	35 a 39	35	Mujeres	1048270.8555
1976	40 a 44	40	Hombres	1181445.0269
1976	40 a 44	40	Mujeres	1198775.1433
1976	45 a 49	45	Hombres	1131975.5068
1976	45 a 49	45	Mujeres	1166770.2362
1976	50 a 54	50	Hombres	1023439.6926
1976	50 a 54	50	Mujeres	1068953.7214
1976	55 a 59	55	Hombres	769246.2465
1976	55 a 59	55	Mujeres	898634.0591
1976	60 a 64	60	Hombres	701394.5888
1976	60 a 64	60	Mujeres	852177.009
1976	65 a 69	65	Hombres	611658.8447
1976	65 a 69	65	Mujeres	770599.4833
1976	70 a 74	70	Hombres	455270.4196
1976	70 a 74	70	Mujeres	624797.039
1976	75 a 79	75	Hombres	267745.3322
1976	75 a 79	75	Mujeres	423912.5099
1976	80 a 84	80	Hombres	131894.0873
1976	80 a 84	80	Mujeres	236658.8131
1976	85 y más	85	Hombres	68126.6449
1976	85 y más	85	Mujeres	144889.302
1977	0 a 4	0	Hombres	1706686.5467
1977	0 a 4	0	Mujeres	1610352.358
1977	5 a 9	5	Hombres	1669640.4425
1977	5 a 9	5	Mujeres	1582822.9539
1977	10 a 14	10	Hombres	1682842.5461
1977	10 a 14	10	Mujeres	1606941.6006
1977	15 a 19	15	Hombres	1542748.0705
1977	15 a 19	15	Mujeres	1498972.219
1977	20 a 24	20	Hombres	1343925.6281
1977	20 a 24	20	Mujeres	1316310.7296
1977	25 a 29	25	Hombres	1269173.4424
1977	25 a 29	25	Mujeres	1250055.5693
1977	30 a 34	30	Hombres	1163909.0202
1977	30 a 34	30	Mujeres	1160648.2968
1977	35 a 39	35	Hombres	984625.507
1977	35 a 39	35	Mujeres	989401.1381
1977	40 a 44	40	Hombres	1179459.8519
1977	40 a 44	40	Mujeres	1210204.7813
1977	45 a 49	45	Hombres	1142609.1091
1977	45 a 49	45	Mujeres	1173006.8696
1977	50 a 54	50	Hombres	1041118.1684
1977	50 a 54	50	Mujeres	1093226.8384
1977	55 a 59	55	Hombres	814296.3026
1977	55 a 59	55	Mujeres	922168.3671
1977	60 a 64	60	Hombres	696534.4129
1977	60 a 64	60	Mujeres	852760.5707
1977	65 a 69	65	Hombres	619317.897
1977	65 a 69	65	Mujeres	780361.3967
1977	70 a 74	70	Hombres	465597.8652
1977	70 a 74	70	Mujeres	644047.206
1977	75 a 79	75	Hombres	276435.4096
1977	75 a 79	75	Mujeres	432523.0896
1977	80 a 84	80	Hombres	140221.9746
1977	80 a 84	80	Mujeres	252198.8406
1977	85 y más	85	Hombres	68179.6654
1977	85 y más	85	Mujeres	145874.5206
1978	0 a 4	0	Hombres	1698035.1316
1978	0 a 4	0	Mujeres	1598592.1942
1978	5 a 9	5	Hombres	1673446.976
1978	5 a 9	5	Mujeres	1585063.5821
1978	10 a 14	10	Hombres	1702475.1336
1978	10 a 14	10	Mujeres	1624137.9396
1978	15 a 19	15	Hombres	1562955.8898
1978	15 a 19	15	Mujeres	1518331.9938
1978	20 a 24	20	Hombres	1367657.016
1978	20 a 24	20	Mujeres	1338583.8137
1978	25 a 29	25	Hombres	1280160.2775
1978	25 a 29	25	Mujeres	1261261.9472
1978	30 a 34	30	Hombres	1203194.43
1978	30 a 34	30	Mujeres	1196823.3151
1978	35 a 39	35	Hombres	981691.7063
1978	35 a 39	35	Mujeres	984360.8739
1978	40 a 44	40	Hombres	1145813.4212
1978	40 a 44	40	Mujeres	1173455.5397
1978	45 a 49	45	Hombres	1165267.3584
1978	45 a 49	45	Mujeres	1195365.8484
1978	50 a 54	50	Hombres	1048993.2012
1978	50 a 54	50	Mujeres	1094940.4861
1978	55 a 59	55	Hombres	864443.1981
1978	55 a 59	55	Mujeres	964509.8449
1978	60 a 64	60	Hombres	689976.4815
1978	60 a 64	60	Mujeres	847190.0612
1978	65 a 69	65	Hombres	626314.8113
1978	65 a 69	65	Mujeres	795488.3355
1978	70 a 74	70	Hombres	475575.2626
1978	70 a 74	70	Mujeres	654679.9137
1978	75 a 79	75	Hombres	293106.8872
1978	75 a 79	75	Mujeres	457879.5961
1978	80 a 84	80	Hombres	143070.4298
1978	80 a 84	80	Mujeres	256406.2915
1978	85 y más	85	Hombres	71040.4624
1978	85 y más	85	Mujeres	153787.6174
1979	0 a 4	0	Hombres	1679394.7285
1979	0 a 4	0	Mujeres	1578682.4086
1979	5 a 9	5	Hombres	1684260.767
1979	5 a 9	5	Mujeres	1591326.5824
1979	10 a 14	10	Hombres	1704655.6898
1979	10 a 14	10	Mujeres	1623765.4914
1979	15 a 19	15	Hombres	1588100.4362
1979	15 a 19	15	Mujeres	1544032.8178
1979	20 a 24	20	Hombres	1403060.0421
1979	20 a 24	20	Mujeres	1371966.9669
1979	25 a 29	25	Hombres	1265495.2459
1979	25 a 29	25	Mujeres	1242799.4455
1979	30 a 34	30	Hombres	1231792.8471
1979	30 a 34	30	Mujeres	1227227.9845
1979	35 a 39	35	Hombres	1034552.561
1979	35 a 39	35	Mujeres	1032038.3194
1979	40 a 44	40	Hombres	1085253.1202
1979	40 a 44	40	Mujeres	1113166.6672
1979	45 a 49	45	Hombres	1177445.166
1979	45 a 49	45	Mujeres	1203741.3686
1979	50 a 54	50	Hombres	1066833.1359
1979	50 a 54	50	Mujeres	1118043.6092
1979	55 a 59	55	Hombres	910515.4711
1979	55 a 59	55	Mujeres	991228.2468
1979	60 a 64	60	Hombres	689975.1324
1979	60 a 64	60	Mujeres	852492.1015
1979	65 a 69	65	Hombres	628095.7409
1979	65 a 69	65	Mujeres	803690.0793
1979	70 a 74	70	Hombres	486582.8399
1979	70 a 74	70	Mujeres	668402.9249
1979	75 a 79	75	Hombres	310235.5562
1979	75 a 79	75	Mujeres	479894.7435
1979	80 a 84	80	Hombres	147938.0412
1979	80 a 84	80	Mujeres	265223.0519
1979	85 y más	85	Hombres	73094.1588
1979	85 y más	85	Mujeres	160715.5582
1980	0 a 4	0	Hombres	1636708.4246
1980	0 a 4	0	Mujeres	1538628.7209
1980	5 a 9	5	Hombres	1697987.5821
1980	5 a 9	5	Mujeres	1600789.9771
1980	10 a 14	10	Hombres	1694359.0472
1980	10 a 14	10	Mujeres	1610377.003
1980	15 a 19	15	Hombres	1630114.4236
1980	15 a 19	15	Mujeres	1579956.1299
1980	20 a 24	20	Hombres	1442674.9649
1980	20 a 24	20	Mujeres	1411028.1482
1980	25 a 29	25	Hombres	1262523.185
1980	25 a 29	25	Mujeres	1241757.3715
1980	30 a 34	30	Hombres	1240892.8629
1980	30 a 34	30	Mujeres	1236906.7599
1980	35 a 39	35	Hombres	1112554.3075
1980	35 a 39	35	Mujeres	1104917.0798
1980	40 a 44	40	Hombres	1013401.0116
1980	40 a 44	40	Mujeres	1039897.1296
1980	45 a 49	45	Hombres	1179792.4167
1980	45 a 49	45	Mujeres	1208118.5164
1980	50 a 54	50	Hombres	1080572.3976
1980	50 a 54	50	Mujeres	1128152.8381
1980	55 a 59	55	Hombres	957911.9701
1980	55 a 59	55	Mujeres	1032878.8349
1980	60 a 64	60	Hombres	689528.8554
1980	60 a 64	60	Mujeres	846235.2468
1980	65 a 69	65	Hombres	632651.0278
1980	65 a 69	65	Mujeres	815042.2464
1980	70 a 74	70	Hombres	499033.9773
1980	70 a 74	70	Mujeres	682244.2175
1980	75 a 79	75	Hombres	324903.0126
1980	75 a 79	75	Mujeres	507100.5365
1980	80 a 84	80	Hombres	151384.0774
1980	80 a 84	80	Mujeres	269588.2443
1980	85 y más	85	Hombres	76519.4958
1980	85 y más	85	Mujeres	169807.7992
1981	0 a 4	0	Hombres	1582697.0273
1981	0 a 4	0	Mujeres	1490365.72
1981	5 a 9	5	Hombres	1703866.598
1981	5 a 9	5	Mujeres	1602916.0489
1981	10 a 14	10	Hombres	1695100.5397
1981	10 a 14	10	Mujeres	1609169.7149
1981	15 a 19	15	Hombres	1664767.03
1981	15 a 19	15	Mujeres	1596157.3235
1981	20 a 24	20	Hombres	1475372.6065
1981	20 a 24	20	Mujeres	1456606.5463
1981	25 a 29	25	Hombres	1277232.2565
1981	25 a 29	25	Mujeres	1255892.9883
1981	30 a 34	30	Hombres	1231317.5415
1981	30 a 34	30	Mujeres	1224412.3435
1981	35 a 39	35	Hombres	1118752.8052
1981	35 a 39	35	Mujeres	1112308.141
1981	40 a 44	40	Hombres	1024983.0159
1981	40 a 44	40	Mujeres	1047705.2721
1981	45 a 49	45	Hombres	1169018.2656
1981	45 a 49	45	Mujeres	1192978.9601
1981	50 a 54	50	Hombres	1104585.8187
1981	50 a 54	50	Mujeres	1152693.3102
1981	55 a 59	55	Hombres	982733.3667
1981	55 a 59	55	Mujeres	1049690.1457
1981	60 a 64	60	Hombres	715447.276
1981	60 a 64	60	Mujeres	869509.3955
1981	65 a 69	65	Hombres	632133.3984
1981	65 a 69	65	Mujeres	813215.2005
1981	70 a 74	70	Hombres	510023.6328
1981	70 a 74	70	Mujeres	701236.6835
1981	75 a 79	75	Hombres	335669.8862
1981	75 a 79	75	Mujeres	515457.2378
1981	80 a 84	80	Hombres	162592.7689
1981	80 a 84	80	Mujeres	296970.3223
1981	85 y más	85	Hombres	81155.0129
1981	85 y más	85	Mujeres	180654.9144
1982	0 a 4	0	Hombres	1528703.426
1982	0 a 4	0	Mujeres	1436496.0667
1982	5 a 9	5	Hombres	1704742.001
1982	5 a 9	5	Mujeres	1607020.9708
1982	10 a 14	10	Hombres	1686219.5434
1982	10 a 14	10	Mujeres	1597533.9186
1982	15 a 19	15	Hombres	1688947.1829
1982	15 a 19	15	Mujeres	1615994.0364
1982	20 a 24	20	Hombres	1512710.8199
1982	20 a 24	20	Mujeres	1489358.7597
1982	25 a 29	25	Hombres	1302846.3314
1982	25 a 29	25	Mujeres	1283199.2001
1982	30 a 34	30	Hombres	1239096.3105
1982	30 a 34	30	Mujeres	1229166.7683
1982	35 a 39	35	Hombres	1157004.8514
1982	35 a 39	35	Mujeres	1155214.3435
1982	40 a 44	40	Hombres	981284.7645
1982	40 a 44	40	Mujeres	987384.1071
1982	45 a 49	45	Hombres	1165162.4481
1982	45 a 49	45	Mujeres	1203575.1539
1982	50 a 54	50	Hombres	1116098.3368
1982	50 a 54	50	Mujeres	1159241.4149
1982	55 a 59	55	Hombres	1000892.2643
1982	55 a 59	55	Mujeres	1074559.0243
1982	60 a 64	60	Hombres	758848.7911
1982	60 a 64	60	Mujeres	892709.8487
1982	65 a 69	65	Hombres	627713.2978
1982	65 a 69	65	Mujeres	813736.5115
1982	70 a 74	70	Hombres	519388.6836
1982	70 a 74	70	Mujeres	712502.9253
1982	75 a 79	75	Hombres	344605.956
1982	75 a 79	75	Mujeres	533848.4326
1982	80 a 84	80	Hombres	171369.0363
1982	80 a 84	80	Mujeres	308967.7084
1982	85 y más	85	Hombres	85789.3915
1982	85 y más	85	Mujeres	189940.216
1983	0 a 4	0	Hombres	1465304.4939
1983	0 a 4	0	Mujeres	1373637.2013
1983	5 a 9	5	Hombres	1692043.9732
1983	5 a 9	5	Mujeres	1596124.7955
1983	10 a 14	10	Hombres	1684355.3338
1983	10 a 14	10	Mujeres	1596177.9056
1983	15 a 19	15	Hombres	1701062.7524
1983	15 a 19	15	Mujeres	1625767.9204
1983	20 a 24	20	Hombres	1536264.4723
1983	20 a 24	20	Mujeres	1507883.4929
1983	25 a 29	25	Hombres	1336013.0858
1983	25 a 29	25	Mujeres	1315584.6217
1983	30 a 34	30	Hombres	1250585.938
1983	30 a 34	30	Mujeres	1239120.4315
1983	35 a 39	35	Hombres	1191951.7417
1983	35 a 39	35	Mujeres	1190418.4365
1983	40 a 44	40	Hombres	975344.0403
1983	40 a 44	40	Mujeres	980194.8509
1983	45 a 49	45	Hombres	1129870.2134
1983	45 a 49	45	Mujeres	1164971.3234
1983	50 a 54	50	Hombres	1137515.0162
1983	50 a 54	50	Mujeres	1181865.0443
1983	55 a 59	55	Hombres	1009735.2811
1983	55 a 59	55	Mujeres	1076990.5294
1983	60 a 64	60	Hombres	808181.3809
1983	60 a 64	60	Mujeres	935589.4516
1983	65 a 69	65	Hombres	621172.6628
1983	65 a 69	65	Mujeres	807312.4476
1983	70 a 74	70	Hombres	527103.6185
1983	70 a 74	70	Mujeres	727169.7498
1983	75 a 79	75	Hombres	355404.0976
1983	75 a 79	75	Mujeres	547600.2092
1983	80 a 84	80	Hombres	184025.454
1983	80 a 84	80	Mujeres	330372.6546
1983	85 y más	85	Hombres	89459.081
1983	85 y más	85	Mujeres	197977.7278
1984	0 a 4	0	Hombres	1392329.7066
1984	0 a 4	0	Mujeres	1305663.6658
1984	5 a 9	5	Hombres	1673858.3297
1984	5 a 9	5	Mujeres	1580988.2264
1984	10 a 14	10	Hombres	1690603.0122
1984	10 a 14	10	Mujeres	1599407.4932
1984	15 a 19	15	Hombres	1695106.2421
1984	15 a 19	15	Mujeres	1619962.5773
1984	20 a 24	20	Hombres	1562371.4116
1984	20 a 24	20	Mujeres	1529006.1919
1984	25 a 29	25	Hombres	1375955.2298
1984	25 a 29	25	Mujeres	1355513.9472
1984	30 a 34	30	Hombres	1240592.2322
1984	30 a 34	30	Mujeres	1224396.0851
1984	35 a 39	35	Hombres	1217698.3438
1984	35 a 39	35	Mujeres	1218528.779
1984	40 a 44	40	Hombres	1025036.6893
1984	40 a 44	40	Mujeres	1026568.1058
1984	45 a 49	45	Hombres	1068123.9347
1984	45 a 49	45	Mujeres	1103521.0219
1984	50 a 54	50	Hombres	1148133.3669
1984	50 a 54	50	Mujeres	1189317.0641
1984	55 a 59	55	Hombres	1026651.0216
1984	55 a 59	55	Mujeres	1099201.6632
1984	60 a 64	60	Hombres	853943.725
1984	60 a 64	60	Mujeres	964133.906
1984	65 a 69	65	Hombres	621237.1174
1984	65 a 69	65	Mujeres	811022.2884
1984	70 a 74	70	Hombres	529616.4976
1984	70 a 74	70	Mujeres	734940.2199
1984	75 a 79	75	Hombres	365677.3788
1984	75 a 79	75	Mujeres	562022.4775
1984	80 a 84	80	Hombres	195914.7317
1984	80 a 84	80	Mujeres	348314.3214
1984	85 y más	85	Hombres	92240.4937
1984	85 y más	85	Mujeres	205301.1327
1985	0 a 4	0	Hombres	1330650.8431
1985	0 a 4	0	Mujeres	1245224.6415
1985	5 a 9	5	Hombres	1636140.3108
1985	5 a 9	5	Mujeres	1547664.6291
1985	10 a 14	10	Hombres	1699536.7556
1985	10 a 14	10	Mujeres	1608258.2809
1985	15 a 19	15	Hombres	1680103.6187
1985	15 a 19	15	Mujeres	1603153.5941
1985	20 a 24	20	Hombres	1598378.8167
1985	20 a 24	20	Mujeres	1557013.8018
1985	25 a 29	25	Hombres	1419066.2324
1985	25 a 29	25	Mujeres	1397693.4229
1985	30 a 34	30	Hombres	1243606.4325
1985	30 a 34	30	Mujeres	1229033.0672
1985	35 a 39	35	Hombres	1226797.7458
1985	35 a 39	35	Mujeres	1228404.9378
1985	40 a 44	40	Hombres	1098950.4028
1985	40 a 44	40	Mujeres	1097728.3328
1985	45 a 49	45	Hombres	994973.3728
1985	45 a 49	45	Mujeres	1029242.3045
1985	50 a 54	50	Hombres	1148228.6745
1985	50 a 54	50	Mujeres	1190983.0571
1985	55 a 59	55	Hombres	1039888.8376
1985	55 a 59	55	Mujeres	1109381.9714
1985	60 a 64	60	Hombres	899341.4936
1985	60 a 64	60	Mujeres	1006042.9654
1985	65 a 69	65	Hombres	622231.1151
1985	65 a 69	65	Mujeres	806293.5813
1985	70 a 74	70	Hombres	533582.5792
1985	70 a 74	70	Mujeres	744979.0418
1985	75 a 79	75	Hombres	376856.7186
1985	75 a 79	75	Mujeres	575772.1134
1985	80 a 84	80	Hombres	205696.9846
1985	80 a 84	80	Mujeres	369762.1788
1985	85 y más	85	Hombres	95227.1936
1985	85 y más	85	Mujeres	211938.9251
1986	0 a 4	0	Hombres	1270500.4024
1986	0 a 4	0	Mujeres	1188154.5957
